supermarket,size,vacuum,brand
REWE,V02,476 308,IVILE
REWE,V04,479 940,IVILE
REWE,V04,516 341,IVILE
REWE,V02,517 649,IVILE
REWE,V05,522 297,IVILE
REWE,V02,545 961,IVILE
REWE,V05,550 044,IVILE
REWE,V05,551 958,IVILE
REWE,V03,552 053,IVILE
REWE,V05,565 935,IVILE
REWE,V05,581 936,IVILE
REWE,V05,590 748,IVILE
REWE,V03,595 096,IVILE
REWE,V05,601 779,IVILE
REWE,V02,612 357,IVILE
REWE,V05,613 386,IVILE
REWE,V05,627 375,IVILE
REWE,V03,635 420,IVILE
REWE,V05,654 686,IVILE
REWE,V04,661 349,IVILE
REWE,V03,662 035,IVILE
REWE,V02,679 045,IVILE
REWE,V02,693 628,IVILE
REWE,V05,697 574,IVILE
REWE,V05,702 496,IVILE
REWE,V05,702 562,IVILE
REWE,V05,703 198,IVILE
REWE,V05,722 572,IVILE
REWE,V05,732 278,IVILE
REWE,V05,764 258,IVILE
REWE,V05,814 833,IVILE
REWE,V03,851 391,IVILE
REWE,V05,852 986,IVILE
REWE,V05,883 857,IVILE
REWE,V05,886 226,IVILE
REWE,V05,886 409,IVILE
REWE,V05,889 909,IVILE
REWE,V03,911 758,IVILE
REWE,V05,920 616,IVILE
REWE,V02,929 661,IVILE
REWE,V05,963 045,IVILE
REWE,V05,963 062,IVILE
REWE,V05,969 355,IVILE
REWE,V04,989 443,IVILE
REWE,V05,991 405,IVILE
REWE,V05,Supreme 2400,IVILE
REWE,V05,VC-H5012-ES13,IVILE
REWE,V05,NK 101A,IVILE
REWE,V02,VS5PT02… 08 Serie,PROFILO
REWE,V02,VS5PT15,PROFILO
REWE,V03,Azzuro,PROGRESS
REWE,V04,Bolido 1500,PROGRESS
REWE,V04,Bolido 4595,PROGRESS
REWE,V03,Calypso 1400,PROGRESS
REWE,V03,D 10 - Diamant,PROGRESS
REWE,V03,D 110… 112 - Diamant,PROGRESS
REWE,V03,D 12 - Diamant,PROGRESS
REWE,V03,D 1400 - Diamant,PROGRESS
REWE,V03,D 200... 299 - Diamant,PROGRESS
REWE,V03,D 400 - Diamant,PROGRESS
REWE,V03,D 410 - Diamant,PROGRESS
REWE,V03,D 500 - Diamant,PROGRESS
REWE,V03,D 610 - Diamant,PROGRESS
REWE,V03,D 710 - Diamant,PROGRESS
REWE,V03,D 75 - Diamant,PROGRESS
REWE,V03,D 800 - Diamant,PROGRESS
REWE,V03,D 812 - Diamant,PROGRESS
REWE,V03,D 850 - Diamant,PROGRESS
REWE,V03,M 300… 399 - Diamant,PROGRESS
REWE,V03,Maximus 2002,PROGRESS
REWE,V03,Maximus 2200,PROGRESS
REWE,V03,Maximus 2300,PROGRESS
REWE,V03,Maximus 2305,PROGRESS
REWE,V03,Onyx 120... 125 Serie,PROGRESS
REWE,V03,"Onyx 132, 135, 137, 139",PROGRESS
REWE,V03,"Onyx 140, 141, 145",PROGRESS
REWE,V03,"Onyx 150, 155",PROGRESS
REWE,V03,"Onyx 160, 166",PROGRESS
REWE,V03,P 118A,PROGRESS
REWE,V03,P 130,PROGRESS
REWE,V03,P 58,PROGRESS
REWE,V03,P 60,PROGRESS
REWE,V03,PA 5190,PROGRESS
REWE,V03,PA 5200,PROGRESS
REWE,V03,PA 5205,PROGRESS
REWE,V03,PA 8170,PROGRESS
REWE,V03,PA 8180,PROGRESS
REWE,V03,PA 8190,PROGRESS
REWE,V05,PC 22 CUP,PROGRESS
REWE,V05,PC 22 LB,PROGRESS
REWE,V05,PC 2200... 2299 Serie,PROGRESS
REWE,V05,PC 2300... 2399 Serie,PROGRESS
REWE,V05,PC 2400… 2499 Serie,PROGRESS
REWE,V05,PC 3100... 3299 Serie,PROGRESS
REWE,V05,PC 3400... 3499 Serie,PROGRESS
REWE,V05,PC 3700... 3799 Serie,PROGRESS
REWE,V05,PC 3801,PROGRESS
REWE,V05,PC 3802,PROGRESS
REWE,V05,PC 3900... 3999 Serie,PROGRESS
REWE,V05,PC 4100... 4199 Serie,PROGRESS
REWE,V05,PC 4200... 4299 Serie,PROGRESS
REWE,V05,PC 4400... 4499 Serie,PROGRESS
REWE,V03,PC 4500... 4599 Serie,PROGRESS
REWE,V04,PC 4600... 4699 Serie,PROGRESS
REWE,V03,PC 6000... 6099 - Salomon,PROGRESS
REWE,V03,PC 6110,PROGRESS
REWE,V03,PC 6310,PROGRESS
REWE,V05,JC 861 E,PROPHETE
REWE,V02,VS PR 5018,PROTOS
REWE,V02,VS PR 5081,PROTOS
REWE,V02,VSB 6....,PROTOS
REWE,V05,5390,QUIGG
REWE,V05,BS 1400.05,QUIGG
REWE,V05,BS 1600 Turbo,QUIGG
REWE,V05,BS 1601 Turbo,QUIGG
REWE,V05,RV 305,REDMOND
REWE,V05,R 194 Dual,ROHNSON
REWE,V05,R 198 Twin,ROHNSON
REWE,V05,T 2144,ROLSEN
REWE,V05,Marin 2000,ROTEL
REWE,V05,Spirossa 2000,ROTEL
REWE,V05,"U 61.0, 61.3, 62.31",ROTEL
REWE,V05,U 61.7,ROTEL
REWE,V05,"U 62.4, 63.11",ROTEL
REWE,V05,U 64.1 Swing,ROTEL
REWE,V05,U 65.08 Magnat,ROTEL
REWE,V05,U 65.21,ROTEL
REWE,V05,Caddy STC-1800,SALCO
REWE,V05,STC-1 Caddy,SALCO
REWE,V05,STC-150,SALCO
REWE,V05,STC-1800 (ohne Korb),SALCO
REWE,V05,STC-2000,SALCO
REWE,V05,STC-2200,SALCO
REWE,V05,STC-2206,SALCO
REWE,V05,STE-2 Caddy,SALCO
REWE,V05,VCS-1800,SALCO
REWE,V05,ZW 100-40 A Caddy,SALCO
REWE,V05,ZW 100-40 Caddy,SALCO
REWE,V05,SC 1200 (>B),SAMSUNG
REWE,V05,SC 1400 (>B),SAMSUNG
REWE,V05,SC 20F30… Serie,SAMSUNG
REWE,V05,SC 21F60… Serie,SAMSUNG
REWE,V05,SC 4000... 4099 Serie,SAMSUNG
REWE,V05,SC 4100... SC 4199 Serie,SAMSUNG
REWE,V05,SC 5100... 5199 Serie,SAMSUNG
REWE,V05,SC 5200... 5299 Serie (>A),SAMSUNG
REWE,V05,SC 5300... 5399 Serie,SAMSUNG
REWE,V05,SC 5400... 5499 Serie (>A),SAMSUNG
REWE,V05,SC 5500... 5599 Serie,SAMSUNG
REWE,V05,SC 5600... 5699 Serie (>B),SAMSUNG
REWE,V05,SC 5800... 5899 Serie,SAMSUNG
REWE,V05,SC 5900... 5999 Serie,SAMSUNG
REWE,V05,SC 6000... 6099 Serie,SAMSUNG
REWE,V05,"SC 61…, ECO Serie",SAMSUNG
REWE,V05,SC 6100... 6199 Serie,SAMSUNG
REWE,V05,SC 6200... 6299 Serie (>B),SAMSUNG
REWE,V05,SC 6300... 6399 Serie (>B),SAMSUNG
REWE,V05,SC 6400... 6499 Serie,SAMSUNG
REWE,V05,SC 6800... 6899 Serie,SAMSUNG
REWE,V05,SC 7000... 7099 Serie,SAMSUNG
REWE,V05,SC 7100... 7199 Serie,SAMSUNG
REWE,V05,SC 7200... 7299 Serie,SAMSUNG
REWE,V05,SC 7400... 7499 Serie (>A),SAMSUNG
REWE,V05,SC 7500... 7599 Serie,SAMSUNG
REWE,V05,SC 7600... 7699 Serie,SAMSUNG
REWE,V05,SC 7700... 7799 Serie,SAMSUNG
REWE,V05,SC 7800... 7899 Serie,SAMSUNG
REWE,V05,SC 7900... 7999 Serie,SAMSUNG
REWE,V05,SC 8200... 8299 Serie,SAMSUNG
REWE,V05,SC 8300... 8399 Serie,SAMSUNG
REWE,V05,SC 8600... 8699 Serie,SAMSUNG
REWE,V05,SC 8800... 8899 Serie,SAMSUNG
REWE,V05,SC 8900... 8999 Serie,SAMSUNG
REWE,V05,SC 9300... 9399 Serie,SAMSUNG
REWE,V05,Stardust,SAMSUNG
REWE,V05,Stardust Classic,SAMSUNG
REWE,V05,Stardust Modern,SAMSUNG
REWE,V05,Supero,SAMSUNG
REWE,V05,VC 07F30… Serie,SAMSUNG
REWE,V05,VC 08QHNJG… Serie,SAMSUNG
REWE,V05,VC 08RVNJG… Serie,SAMSUNG
REWE,V05,VC 08SRVNJG… Serie,SAMSUNG
REWE,V05,VC 08TRVNJG… Serie,SAMSUNG
REWE,V05,VC 1000 E,SAMSUNG
REWE,V05,VC 120 H,SAMSUNG
REWE,V05,VC 15F30… Serie,SAMSUNG
REWE,V05,VC 15QHNJGGT/EH,SAMSUNG
REWE,V05,VC 15RH… Serie,SAMSUNG
REWE,V05,VC 15RV… Serie,SAMSUNG
REWE,V05,VC 20F30… Serie,SAMSUNG
REWE,V05,VC 21F60… Serie,SAMSUNG
REWE,V05,VC 30F30… Serie,SAMSUNG
REWE,V05,VC 52E5V… Serie,SAMSUNG
REWE,V05,VC 54E… Serie,SAMSUNG
REWE,V05,VC 61E… Serie,SAMSUNG
REWE,V05,VC 6713…6714,SAMSUNG
REWE,V05,VC 900 E,SAMSUNG
REWE,V05,VC JG24… Serie,SAMSUNG
REWE,V05,VC24… Serie,SAMSUNG
REWE,V05,VCC 63…,SAMSUNG
REWE,V05,Veloce-Eco,SAMSUNG
REWE,V05,VP-50,SAMSUNG
REWE,V05,VP-77,SAMSUNG
REWE,V05,VP-78M,SAMSUNG
REWE,V05,VP-78M Type A,SAMSUNG
REWE,V05,VP-90,SAMSUNG
REWE,V05,SC 91,SANYO
REWE,V05,SC 92,SANYO
REWE,V05,SCT 93,SANYO
REWE,V05,Aspira classic 1800,SATRAP
REWE,V05,aspira futur 2000,SATRAP
REWE,V05,ST 1283 Irida,SATURN
REWE,V05,VC 1410,SATURN
REWE,V05,1082,SCARLETT
REWE,V05,SC 088,SCARLETT
REWE,V05,SL 006,ORENZ
REWE,V05,VC 8256,ORENZ
REWE,V05,VC 8263,ORENZ
REWE,V05,SVC 400,SENCOR
REWE,V05,SVC 820 /BK,SENCOR
REWE,V05,SVC 900,SENCOR
REWE,V05,VC 1500,SERD
REWE,V05,BC 7045,SEVERIN
REWE,V05,BC 7046,SEVERIN
REWE,V05,BC 7055,SEVERIN
REWE,V05,BC 7058,SEVERIN
REWE,V05,BR 7925,SEVERIN
REWE,V05,BR 7926 (bis 2006),SEVERIN
REWE,V05,BR 7928,SEVERIN
REWE,V05,BR 7929,SEVERIN
REWE,V05,BR 7932 (ab 2006),SEVERIN
REWE,V02,BR 7932 (bis 2005),SEVERIN
REWE,V02,BR 7934,SEVERIN
REWE,V05,BR 7935,SEVERIN
REWE,V02,BR 7936,SEVERIN
REWE,V02,BR 7937,SEVERIN
REWE,V05,BR 7941… 7944 Serie,SEVERIN
REWE,V05,BR 7945,SEVERIN
REWE,V05,BR 7948,SEVERIN
REWE,V05,BR 7952,SEVERIN
REWE,V05,"BR 7953, 7954 (max.4l)",SEVERIN
REWE,V05,"BR 7953, 7954 (max.5l)",SEVERIN
REWE,V05,BR 7956,SEVERIN
REWE,V05,BR 7957,SEVERIN
REWE,V05,BR 7960… 7962 Serie,SEVERIN
REWE,V05,BR 800,SEVERIN
REWE,V05,BR 9026,SEVERIN
REWE,V05,BR 9663,SEVERIN
REWE,V05,BR 9664,SEVERIN
REWE,V05,BR 9680,SEVERIN
REWE,V05,BR 9694,SEVERIN
REWE,V05,SB 9017,SEVERIN
REWE,V05,SB 9023,SEVERIN
REWE,V05,SB 9026,SEVERIN
REWE,V02,SB 9028,SEVERIN
REWE,V05,SB 9095,SEVERIN
REWE,V05,S‘Power - 41586,SEVERIN
REWE,V02,"Typ D,E,F",SIEMENS
REWE,V02,Typ G,SIEMENS
REWE,V02,Typ H,SIEMENS
REWE,V02,VS 04G... Rapid,SIEMENS
REWE,V02,VS 05G... Synchropower,SIEMENS
REWE,V02,VS 06… Serie,SIEMENS
REWE,V02,VS 06B… Serie,SIEMENS
REWE,V02,VS 06G... Green Power Techn.,SIEMENS
REWE,V02,VS 06G… Synchropower,SIEMENS
REWE,V02,VS 07G… Green Power,SIEMENS
REWE,V02,VS 07G… Hygienic Power,SIEMENS
REWE,V02,VS 07G… Technopower,SIEMENS
REWE,V02,VS 10000... 10999 Super,SIEMENS
REWE,V02,VS 32A00... 33A99 Super E,SIEMENS
REWE,V02,VS 32B00... 33B99 Super E,SIEMENS
REWE,V02,VS 33,SIEMENS
REWE,V02,VS 42A00... 44A99 Super S,SIEMENS
REWE,V02,VS 42B00... 44B99 Super S,SIEMENS
REWE,V02,VS 44,SIEMENS
REWE,V02,VS 5 A 1000... 9999,SIEMENS
REWE,V02,VS 5 C…,SIEMENS
REWE,V02,VS 5 E 1000... 9999,SIEMENS
REWE,V02,VS 5 E 2000... 2999,SIEMENS
REWE,V02,VS 5 KA  00 - dino,SIEMENS
REWE,V02,VS 50000... 59999 Super,SIEMENS
REWE,V02,VS 50A00... VS 59A99 dino,SIEMENS
REWE,V02,VS 50B00... 59B99 dino,SIEMENS
REWE,V02,VS 50C00... 59C99 dino,SIEMENS
REWE,V02,VS 50D00... 59D99 dino,SIEMENS
REWE,V02,VS 50E00... VS 59E99,SIEMENS
REWE,V02,VS 60A00... 62A99,SIEMENS
REWE,V02,VS 63A00,SIEMENS
REWE,V02,VS 63A01... 63A06,SIEMENS
REWE,V02,VS 63A07,SIEMENS
REWE,V02,VS 63A08... 63A09 Super M,SIEMENS
REWE,V02,VS 63A10... 63A99,SIEMENS
REWE,V02,VS 69000... 69999 Super,SIEMENS
REWE,V02,VS 70000... 71999 Super,SIEMENS
REWE,V02,VS 70A00... 79A99 Super E,SIEMENS
REWE,V02,VS 70B00... 79B99 Super E,SIEMENS
REWE,V02,VS 70C00... 79C99 Super M,SIEMENS
REWE,V02,VS 70D00... 79D99 Super M,SIEMENS
REWE,V02,VS 90A00... 99A…,SIEMENS
REWE,V02,VS Z1… Serie Z1.0,SIEMENS
REWE,V02,VS Z2… Serie Z2.0,SIEMENS
REWE,V02,VS Z3… Serie Z3.0,SIEMENS
REWE,V02,VS Z3GP… Serie Z3.0,SIEMENS
REWE,V02,VS Z3XTRM… Serie Z3.0,SIEMENS
REWE,V02,VS Z4… Serie Z4.0,SIEMENS
REWE,V02,VS Z4G… Serie Z4.0,SIEMENS
REWE,V02,VS Z4GP… Serie Z4.0,SIEMENS
REWE,V02,VS Z4GPX… Serie Z4.0,SIEMENS
REWE,V02,VZ 41AFG,SIEMENS
REWE,V02,VZ 52 AFEFD,SIEMENS
REWE,V02,VZ 52 AFGXL,SIEMENS
REWE,V02,VZ 92 H 61,SIEMENS
REWE,V05,BS 15-100,SILVA
REWE,V05,BS 24-200,SILVA
REWE,V05,BS-20-250 + 251 P,SILVA
REWE,V05,TB 15,SILVA
REWE,V05,SBS 1400 A1,SILVERCREST
REWE,V05,STORM,SIMBIO
REWE,V05,12422 Red,SIMPEX
REWE,V05,12423 Black,SIMPEX
REWE,V05,17730 Eco Performance,SIMPEX
REWE,V05,2000 W,SIMPEX
REWE,V05,4710 Clean Power,SIMPEX
REWE,V05,4711 Clean Power,SIMPEX
REWE,V05,SVCB 216,SIMPEX
REWE,V05,VC2410,SIMPEX
REWE,V05,SVC-3438,SINBO
REWE,V05,SVC-3446,SINBO
REWE,V05,SVC-3449,SINBO
REWE,V03,Force 10,SINGER
REWE,V05,SVCB 4215,SINGER
REWE,V05,SVCB 4527,SINGER
REWE,V05,SVCB 4527 Eco,SINGER
REWE,V05,SVCB 5020,SINGER
REWE,V05,ST 1971,SITRONICS
REWE,V05,C112 M,SMC
REWE,V05,C114 E,SMC
REWE,V05,"870,871",SOLAC
REWE,V05,909,SOLAC
REWE,V05,917,SOLAC
REWE,V05,919,SOLAC
REWE,V05,100 ... 903,SOLAC
REWE,V05,898 ... 903,SOLAC
REWE,V05,A 302,SOLAC
REWE,V05,A 303,SOLAC
REWE,V05,A 401,SOLAC
REWE,V05,A 403,SOLAC
REWE,V05,A 407,SOLAC
REWE,V05,A 501,SOLAC
REWE,V05,A 802... 804 Serie,SOLAC
REWE,V05,AB 2700 Springtec,SOLAC
REWE,V05,AB 2701 New Springtec,SOLAC
REWE,V05,AB 2720 Springtec,SOLAC
REWE,V05,AB 2721 New Springtec,SOLAC
REWE,V05,AB 2750 Springtec,SOLAC
REWE,V05,AB 2751 New Springtec,SOLAC
REWE,V05,AB 2800 … 2899 Beagle,SOLAC
REWE,V05,AS 3350 Twining duo,SOLAC
REWE,V05,049185,SPITZENREITER
REWE,V04,"200 bis 203, 205, 206, 212 s-bag",SPITZENREITER
REWE,V04,E/GR,SPITZENREITER
REWE,V05,10101068,SUPERIOR
REWE,V05,BT-ZW 0008 (max. 4 l),SUPERIOR
REWE,V05,BT-ZW 0008 (max. 5 l),SUPERIOR
REWE,V05,CB-719,SUPERIOR
REWE,V05,CM-881,SUPERIOR
REWE,V05,CP-CY3601AES4,SUPERIOR
REWE,V05,CS 869J-120 (3010596… 99),SUPERIOR
REWE,V05,FD-2014,SUPERIOR
REWE,V05,STW-005-180,SUPERIOR
REWE,V05,VC 33J-08F (>B),SUPERIOR
REWE,V05,Dual System,SUPERIOR
REWE,V05,"Hyper Dragon (max 3,5L)",SUPERIOR
REWE,V05,Hyper Dragon (max 4L),SUPERIOR
REWE,V05,Power Dragon 1600,SUPERIOR
REWE,V05,SP-BSS-1600 PD,SUPERIOR
REWE,V05,SP-BSS-2000,SUPERIOR
REWE,V05,SP-BSS-2000-TD,SUPERIOR
REWE,V05,SP-VAC-04G-0223,SUPERIOR
REWE,V05,SP-VAC-04H-0289,SUPERIOR
REWE,V05,SP-VAC-05M-0606,SUPERIOR
REWE,V05,"SP-VAC-09A-0026 (max 3,5L)",SUPERIOR
REWE,V05,SP-VAC-09A-0026 (max 4L),SUPERIOR
REWE,V05,Turbo Dragon 2000,SUPERIOR
REWE,V05,VCS 1590,SUPRA
REWE,V05,VC 2500,TAR
REWE,V05,VC 3000,TAR
REWE,V05,Avensis 1600,TAURUS
REWE,V05,Avensis 1800,TAURUS
REWE,V05,Avensis 2000,TAURUS
REWE,V05,Discovery 1200,TAURUS
REWE,V05,Discovery 1400 E,TAURUS
REWE,V05,Discovery 1600 E,TAURUS
REWE,V05,Discovery Serie,TAURUS
REWE,V05,Explorer 1400,TAURUS
REWE,V05,Explorer 1600,TAURUS
REWE,V05,Golf 1500 E (start 2004),TAURUS
REWE,V05,Golf 1700 E (start 2004),TAURUS
REWE,V05,Golf 1800 (start 2004),TAURUS
REWE,V05,Voyager 2000,TAURUS
REWE,V05,TCM 03 222,TCHIBO
REWE,V05,TCM 05 609,TCHIBO
REWE,V05,TCM 259 397,TCHIBO
REWE,V05,TCM 259 398,TCHIBO
REWE,V05,TCM 266 066,TCHIBO
REWE,V05,TCM 266 067,TCHIBO
REWE,V05,TCM 272 253,TCHIBO
REWE,V05,TCM 272 254,TCHIBO
REWE,V05,TCM 280 898,TCHIBO
REWE,V05,TCM 280 899,TCHIBO
REWE,V05,TCM 304 024,TCHIBO
REWE,V05,TCM 304 025,TCHIBO
REWE,V05,TCM 59 290,TCHIBO
REWE,V05,TCM 66 390,TCHIBO
REWE,V05,TCM 68 578,TCHIBO
REWE,V05,TCM 69 534,TCHIBO
REWE,V05,ST 20 E,TEAM
REWE,V05,ST 23 E,TEAM
REWE,V02,ZW 0201,TEAM
REWE,V05,VC 2000 R,TECHNOSTAR
REWE,V05,VC 500 R,TECHNOSTAR
REWE,V05,VC ECOR,TECHNOSTAR
REWE,V05,AS 35,TEVION
REWE,V05,Blue Power,THOMAS
REWE,V03,Comfort,THOMAS
REWE,V05,Duo Power,THOMAS
REWE,V05,Easy Power,THOMAS
REWE,V03,Pico EL,THOMAS
REWE,V05,Turbo Power,THOMAS
REWE,V05,Blue Dancer,THOMAS
REWE,V05,BSA 1600 E,THOMAS
REWE,V05,BSB 1200,THOMAS
REWE,V05,BSC 1300,THOMAS
REWE,V05,BSC 1400,THOMAS
REWE,V05,JC 863,THOMAS
REWE,V05,BS 2000 W.1,THOMAS
REWE,V05,VCS 1800,THOMAS
REWE,V05,49708,TRENDLINE
REWE,V05,049708,TRENDLINE
REWE,V05,9055,TRISA
REWE,V05,9084,TRISA
REWE,V05,9404,TRISA
REWE,V05,9412,TRISA
REWE,V05,9432,TRISA
REWE,V05,9441,TRISA
REWE,V05,9446,TRISA
REWE,V05,9454,TRISA
REWE,V05,"9047, 9049",TRISA
REWE,V05,9050 Diamond,TRISA
REWE,V05,9053 Crystal,TRISA
REWE,V05,9056 Clean Air,TRISA
REWE,V05,"9057, 9059",TRISA
REWE,V05,9061 Flat Cruiser,TRISA
REWE,V05,"9062, 9063",TRISA
REWE,V05,"9075, 9076",TRISA
REWE,V05,"9401, 9402, 9403",TRISA
REWE,V05,9407 (max. 3l),TRISA
REWE,V05,9407 Maximo (max. 4l),TRISA
REWE,V05,"9410, 9411, 9413, 9418, 9419",TRISA
REWE,V05,"9426, 9428",TRISA
REWE,V05,"9430,9433, 9434",TRISA
REWE,V05,9437 bis 3439,TRISA
REWE,V05,Beetle,TRISA
REWE,V05,C 009 C,TRISA
REWE,V05,ECO,TRISA
REWE,V05,Spicy,TRISA
REWE,V05,JC 802 E,TRISTAR
REWE,V05,JC 831,TRISTAR
REWE,V05,JC 861 E,TRISTAR
REWE,V05,JC 862,TRISTAR
REWE,V05,JC 901,TRISTAR
REWE,V05,NK 101 A,TRISTAR
REWE,V05,NK 102 A,TRISTAR
REWE,V05,NK 191,TRISTAR
REWE,V05,NK 193 A,TRISTAR
REWE,V05,Power Boy 1300,TRISTAR
REWE,V05,SZ-1901,TRISTAR
REWE,V05,"SZ-1909, 1909 NO",TRISTAR
REWE,V05,SZ-1911,TRISTAR
REWE,V05,SZ-1912,TRISTAR
REWE,V05,SZ-1913,TRISTAR
REWE,V05,SZ-1914,TRISTAR
REWE,V05,SZ-1920,TRISTAR
REWE,V05,SZ-1930,TRISTAR
REWE,V05,SZ-1950,TRISTAR
REWE,V05,SZ-2158,TRISTAR
REWE,V05,SZ-2177,TRISTAR
REWE,V05,SZ-2178,TRISTAR
REWE,V05,VCH 4201,TRISTAR
REWE,V05,XX-190901,TRISTAR
REWE,V02,"AC 5500,5518",UFESA
REWE,V05,"AT 4201, 4202",UFESA
REWE,V02,"AT 4211, 4212",UFESA
REWE,V02,"AT 4217, 4218",UFESA
REWE,V05,AT7310 bis 7313,UFESA
REWE,VAX,VC 4116,UNITED
REWE,V05,420 Silence,UNITED
REWE,V05,430 Silence,UNITED
REWE,V05,C 90-42S-H-E,UNITED
REWE,V05,C 90-P1B-H-E,UNITED
REWE,V05,VG VC 2,VENGA
REWE,V05,VT-1805,VITEK
REWE,V05,VT-1813,VITEK
REWE,V03,CE 950 Ecotec,VOLTA
REWE,V03,CE Compact 2,VOLTA
REWE,V03,CE Power,VOLTA
REWE,V05,Dolphin Plus …,VOLTA
REWE,V03,Exquisit,VOLTA
REWE,V03,Parketto,VOLTA
REWE,V03,Red Zac EL,VOLTA
REWE,V03,U 1000... 1009 Micro,VOLTA
REWE,V03,U 1004 Rolfy,VOLTA
REWE,V03,U 1010... 1037 Rolfy,VOLTA
REWE,V05,U 2300 bis 2399 (start 2010),VOLTA
REWE,V05,"U 3201, 3202",VOLTA
REWE,V05,"U 3210, 3410",VOLTA
REWE,V05,"U 3420, 3440, 3450",VOLTA
REWE,V04,U 3600 bis 3699 Pluto,VOLTA
REWE,V05,U 3700 bis 3799,VOLTA
REWE,V05,U 3900 bis 3999,VOLTA
REWE,V03,"U 400, 401, 404, 405",VOLTA
REWE,V03,U 4111,VOLTA
REWE,V03,"U 412, 414, 416",VOLTA
REWE,V05,"U 4210, 4220",VOLTA
REWE,V03,"U 4401, 4402, 4405, 4406, 4408",VOLTA
REWE,V04,U 4410 bis 4499 Quickstop,VOLTA
REWE,V04,U 4500 bis 4599 Bolido,VOLTA
REWE,V04,U 4600 bis 4699 Control,VOLTA
REWE,V05,"U 5002, 5003",VOLTA
REWE,V03,"U 5005, 5507 Ultima",VOLTA
REWE,V03,"U 5006, 5008 Mega",VOLTA
REWE,V04,U 5400 bis 5499 Essensio,VOLTA
REWE,V04,U 6200 bis 6299 Modelys,VOLTA
REWE,V04,U 6400 bis 6499 AirMax,VOLTA
REWE,V04,U 6800 bis 6899 JetMaxx,VOLTA
REWE,V04,U 68FD 1 bis 9 JetMaxx,VOLTA
REWE,V04,U 7500 bis 7599 Maximus,VOLTA
REWE,V04,UC 6100 bis 6199 AirMax,VOLTA
REWE,V04,UC 6410 bis 6430 AirMax,VOLTA
REWE,V05,VC-N02BV,VOLTA
REWE,V05,VC-N02CV,VOLTA
REWE,V05,VC 100689,WAVES
REWE,V05,VC 101965,WAVES
REWE,V05,VC 15001,WAVES
REWE,V05,VC-102573,WAVES
REWE,V05,VC-103137.1,WAVES
REWE,V05,VC-103919.1,WAVES
REWE,V05,VC-160007,WAVES
REWE,V05,WVC-101,WELLTON
REWE,V05,1200... 1999,WELTSTAR
REWE,V05,1420L,WELTSTAR
REWE,V05,1421,WELTSTAR
REWE,V05,1490L...1491,WELTSTAR
REWE,V05,1510,WELTSTAR
REWE,V05,2014 L… 2015,WELTSTAR
REWE,V04,5030,WERTHEIM
REWE,V04,5035,WERTHEIM
REWE,V05,BS 1500 MBO,ZAFIR
REWE,V04,S-Bag,ZANUSSI
REWE,V04,Standard-Bag,ZANUSSI
REWE,V05,ZAN 2200… 2299 Serie,ZANUSSI
REWE,V05,ZAN 2300… 2399 Serie,ZANUSSI
REWE,V05,ZAN 2400… 2499 Serie,ZANUSSI
REWE,V05,ZAN 3002 CompactPower,ZANUSSI
REWE,V05,ZAN 3010,ZANUSSI
REWE,V05,ZAN 3015T,ZANUSSI
REWE,V05,ZAN 3020,ZANUSSI
REWE,V05,ZAN 3020R,ZANUSSI
REWE,V05,ZAN 3400… 3499 Serie,ZANUSSI
REWE,V04,ZAN 3600… 3630 Serie,ZANUSSI
REWE,V05,ZAN 3700… 3799 Serie,ZANUSSI
REWE,V05,ZAN 3900… 3999 Serie,ZANUSSI
REWE,V04,ZAN 4610… 4640 Serie,ZANUSSI
REWE,V04,ZAN 7700… 7799 Serie,ZANUSSI
